group,team,p_1st,p_2nd,p_3rd,p_4th,exp_pts,exp_gd,exp_gf
G,Iran,0.1795900379275227,0.40151806882563185,0.29572643631747486,0.12316545692937067,4.370890069945044,0.408567263112493,3.5533246212888843
G,Egypt,0.12830454252073079,0.3124147888756088,0.42151310453812585,0.13776756406553434,4.001870225386678,-0.1877829205896221,2.708787339390555
G,New Zealand,0.019831480539394826,0.06914676930955028,0.1971830198037747,0.7138387303472798,1.7928815500935464,-3.6239539178315505,1.62991513382099
H,Spain,0.8431176926504041,0.14012586662173188,0.014955446843035642,0.001800993884828357,7.602592931928844,5.812935430088797,7.322205336414057
H,Uruguay,0.14455110561415252,0.7332510668362088,0.10111726649838165,0.02108056105125658,5.472717765345669,1.615331505707961,3.8822692481599925
H,Saudi Arabia,0.007623123819760971,0.07499672032503536,0.5658714996360935,0.35150865621910987,2.1350880636254272,-3.148390977857453,2.046566098674654
H,Cape Verde,0.004708077915682399,0.05162634621702345,0.3180557870224891,0.6256097888448047,1.7289113971476109,-4.279875957939283,1.8612378734352435
I,France,0.5683033186854022,0.28795121658119255,0.1211428272957282,0.02260263743767731,6.1603233689584975,2.7474010668822064,5.3873175453654225
I,Norway,0.29331928922896144,0.41557271585264166,0.24091402885897806,0.05019396605941908,5.084431760191997,1.5315535911632727,4.618271529314329
I,Senegal,0.12986859528321903,0.2618024533990847,0.4976152265052439,0.11071372481245294,4.1476632163774285,-0.04804468435881437,3.654146251370102
I,Iraq,0.008508796802417907,0.03467361416708119,0.14032791734005035,0.8164896716904514,1.2914958589388972,-4.230909973686661,1.432941000834704
J,Argentina,0.793194234128771,0.15041913343978003,0.04937731261896875,0.007009319812480997,7.13829538618429,4.132090928637336,5.201360247819561
J,Algeria,0.10717273588093247,0.4507463958336218,0.3455960505821087,0.09648481770333756,4.19055145110235,0.55778942942095,3.46525748331048
J,Austria,0.09221747502951606,0.35493518604981605,0.4516030218699748,0.10124431705069373,4.113911590169589,0.3353691008740496,3.221395279125175
J,Jordan,0.007415554960781265,0.043899284676782835,0.15342361492894815,0.795261545433488,1.3187305925626915,-5.025249458932336,1.7806094978145093
K,Portugal,0.5174183831644888,0.3836269965312837,0.07548816062115045,0.023466459683076587,6.262089633226442,2.6888046669588044,4.806452758089003
K,Colombia,0.4332471408794035,0.4083336513212073,0.12027461862298028,0.038144589176408776,5.668438302855353,1.9620833532566062,4.521219244047491
K,DR Congo,0.029384132927827662,0.12395611229733225,0.502900932988128,0.34375882178671174,2.5100929915651897,-1.7902577941892153,1.6527047074097105
K,Uzbekistan,0.01995034302827971,0.08408323985017639,0.30133628776774096,0.5946301293538028,2.0993497590657126,-2.860630226026199,1.7020352126425908
L,England,0.7771895012744505,0.18116086851114577,0.03530591351160813,0.006343716702794727,7.080935027729353,4.265222614194344,5.687622728798154
L,Croatia,0.18746018529480615,0.609323142713677,0.1529275992008164,0.05028907279069942,5.13010648328509,1.6924225078792696,4.617685884425517
L,Panama,0.020966690908470722,0.11382292824777054,0.3737270505115092,0.49148333033224967,2.4481013372835703,-3.030677615661586,2.566166879913439
L,Ghana,0.014383622522271699,0.0956930605274059,0.43803943677606616,0.45188388017425635,2.0435585865055788,-2.9269675064120237,2.1676180166497625
