stage,match_no,group,home_team,away_team,p_pairing,p_home,p_draw,p_away,ci_home_lo,ci_home_hi,ci_draw_lo,ci_draw_hi,ci_away_lo,ci_away_hi,cal_home,cal_draw,cal_away
group,,G,Belgium,Egypt,1.0,0.4058,0.3667,0.2275,0.129,0.7859,0.153,0.4836,0.0467,0.5108,0.4995,0.2798,0.2207
group,,G,Belgium,New Zealand,1.0,0.5891,0.2975,0.1134,0.247,0.9095,0.0757,0.4747,0.0161,0.3274,0.6391,0.2233,0.1376
group,,G,Iran,Egypt,1.0,0.2994,0.3355,0.365,0.0763,0.6575,0.18,0.4335,0.0972,0.6954,0.3274,0.3052,0.3674
group,,G,Iran,New Zealand,1.0,0.4957,0.3095,0.1948,0.1746,0.855,0.1166,0.4369,0.0367,0.4928,0.5374,0.2473,0.2153
group,,G,Egypt,New Zealand,1.0,0.4627,0.3724,0.1649,0.1814,0.8147,0.1408,0.5174,0.0327,0.4456,0.4883,0.2928,0.2189
group,,H,Spain,Uruguay,1.0,0.4734,0.3321,0.1945,0.2029,0.7538,0.1648,0.4556,0.0461,0.4456,0.642,0.2011,0.1569
group,,H,Spain,Saudi Arabia,1.0,0.9109,0.0723,0.0168,0.7056,0.9912,0.0078,0.2263,0.0011,0.0766,0.8855,0.0867,0.0278
group,,H,Spain,Cape Verde,1.0,0.9088,0.0743,0.0168,0.6522,0.9928,0.0064,0.27,0.0007,0.1051,0.8937,0.0805,0.0258
group,,H,Uruguay,Saudi Arabia,1.0,0.6695,0.2684,0.062,0.3912,0.8978,0.0832,0.4633,0.0133,0.1791,0.7453,0.1775,0.0772
group,,H,Uruguay,Cape Verde,1.0,0.6665,0.2725,0.061,0.3657,0.9129,0.0731,0.4722,0.0079,0.1854,0.7577,0.1688,0.0735
group,,H,Saudi Arabia,Cape Verde,1.0,0.3068,0.397,0.2962,0.1008,0.6247,0.2403,0.4985,0.1035,0.5962,0.3629,0.2888,0.3482
group,,I,France,Senegal,1.0,0.3831,0.4277,0.1892,0.1248,0.7496,0.1902,0.5764,0.0397,0.4303,0.6767,0.2206,0.1027
group,,I,France,Norway,1.0,0.4663,0.285,0.2487,0.2159,0.7877,0.1333,0.3771,0.0731,0.5088,0.6292,0.213,0.1578
group,,I,France,Iraq,1.0,0.8448,0.125,0.0302,0.5839,0.9773,0.0195,0.2955,0.0025,0.1189,0.8249,0.1283,0.0468
group,,I,Senegal,Norway,1.0,0.2858,0.3523,0.3619,0.0515,0.618,0.161,0.4661,0.0916,0.7673,0.2921,0.3149,0.393
group,,I,Senegal,Iraq,1.0,0.6292,0.2957,0.0751,0.3282,0.8787,0.0925,0.4714,0.0127,0.278,0.6336,0.2301,0.1364
group,,I,Norway,Iraq,1.0,0.8613,0.0987,0.04,0.5872,0.9843,0.0123,0.2586,0.0025,0.1811,0.7359,0.1655,0.0986
group,,J,Argentina,Austria,1.0,0.6155,0.2659,0.1186,0.2975,0.8733,0.0965,0.41,0.021,0.3623,0.724,0.1855,0.0905
group,,J,Argentina,Algeria,1.0,0.79,0.1586,0.0513,0.4112,0.9782,0.0181,0.3551,0.0037,0.2222,0.7641,0.1693,0.0665
group,,J,Argentina,Jordan,1.0,0.8967,0.0869,0.0164,0.6802,0.9865,0.0116,0.2498,0.0009,0.0781,0.8664,0.1017,0.0319
group,,J,Austria,Algeria,1.0,0.5426,0.2584,0.199,0.1837,0.8797,0.084,0.3638,0.0295,0.5449,0.444,0.2728,0.2832
group,,J,Austria,Jordan,1.0,0.7386,0.1849,0.0765,0.43,0.9367,0.0491,0.3451,0.0099,0.2387,0.6596,0.2215,0.119
group,,J,Algeria,Jordan,1.0,0.5929,0.2463,0.1608,0.2474,0.874,0.0923,0.3733,0.0273,0.449,0.6284,0.2258,0.1458
group,,K,Portugal,Colombia,1.0,0.3372,0.2887,0.3741,0.0993,0.6751,0.1338,0.3638,0.1198,0.714,0.3682,0.3081,0.3237
group,,K,Portugal,Uzbekistan,1.0,0.6641,0.2356,0.1003,0.3438,0.898,0.0722,0.4023,0.0152,0.3025,0.6503,0.2282,0.1215
group,,K,Portugal,DR Congo,1.0,0.5184,0.331,0.1506,0.1742,0.8885,0.0799,0.5116,0.0214,0.4118,0.6861,0.2149,0.099
group,,K,Colombia,Uzbekistan,1.0,0.672,0.2341,0.0938,0.3536,0.9081,0.0724,0.402,0.0156,0.2652,0.6238,0.2357,0.1405
group,,K,Colombia,DR Congo,1.0,0.5264,0.3318,0.1418,0.1827,0.8877,0.0762,0.514,0.0198,0.3845,0.6702,0.2099,0.1199
group,,K,Uzbekistan,DR Congo,1.0,0.2077,0.468,0.3243,0.0537,0.5108,0.2657,0.6017,0.1056,0.6226,0.319,0.2814,0.3995
group,,L,England,Croatia,1.0,0.4674,0.3343,0.1983,0.2167,0.7227,0.196,0.4401,0.0606,0.438,0.559,0.2603,0.1807
group,,L,England,Panama,1.0,0.8171,0.1433,0.0396,0.5153,0.959,0.0363,0.3116,0.0052,0.1675,0.8161,0.1323,0.0516
group,,L,England,Ghana,1.0,0.8228,0.1356,0.0416,0.5012,0.9825,0.0144,0.322,0.0023,0.1922,0.7808,0.1536,0.0656
group,,L,Croatia,Panama,1.0,0.703,0.2099,0.087,0.3874,0.9198,0.0616,0.3785,0.0141,0.2636,0.6235,0.2147,0.1618
group,,L,Croatia,Ghana,1.0,0.7031,0.2025,0.0944,0.3417,0.9434,0.0453,0.3736,0.0104,0.352,0.6819,0.1979,0.1202
group,,L,Panama,Ghana,1.0,0.3247,0.2945,0.3808,0.0903,0.6906,0.1481,0.3807,0.1114,0.6869,0.3224,0.2886,0.389
R32,73.0,,Czech Republic,Canada,0.1283,0.3588,0.2894,0.3518,0.0995,0.6889,0.1425,0.3743,0.1084,0.713,0.2798,0.2518,0.4684
R32,73.0,,Mexico,Canada,0.1246,0.3686,0.3447,0.2867,0.1413,0.6119,0.2127,0.4463,0.1191,0.558,0.3704,0.3134,0.3162
R32,73.0,,South Korea,Canada,0.1203,0.1979,0.2775,0.5245,0.0413,0.4615,0.1053,0.3918,0.2275,0.8492,0.274,0.2652,0.4608
R32,74.0,,Germany,South Korea,0.0887,0.7693,0.1571,0.0736,0.4393,0.9528,0.0311,0.3192,0.0077,0.2463,0.6356,0.2319,0.1325
R32,74.0,,Germany,Czech Republic,0.0799,0.6078,0.2265,0.1657,0.3075,0.8691,0.0884,0.336,0.0406,0.408,0.7203,0.1826,0.097
R32,74.0,,Germany,Bosnia and Herzegovina,0.0715,0.8485,0.116,0.0354,0.6366,0.9611,0.0321,0.2623,0.0056,0.1337,0.7923,0.1598,0.0478
R32,75.0,,Netherlands,Morocco,0.2836,0.4843,0.3025,0.2133,0.1629,0.8584,0.0886,0.4387,0.0375,0.5011,0.5307,0.2442,0.2251
R32,75.0,,Japan,Morocco,0.1526,0.374,0.3704,0.2556,0.1166,0.7079,0.1851,0.4853,0.0635,0.5923,0.3908,0.285,0.3242
R32,75.0,,Netherlands,Scotland,0.1484,0.6445,0.2266,0.1289,0.3591,0.8603,0.0937,0.3508,0.0357,0.3293,0.7203,0.1826,0.097
R32,76.0,,Brazil,Japan,0.3025,0.4245,0.302,0.2735,0.1549,0.7728,0.1395,0.4068,0.0653,0.5659,0.515,0.2685,0.2165
R32,76.0,,Brazil,Netherlands,0.2102,0.3662,0.2711,0.3627,0.1131,0.711,0.1412,0.3522,0.0999,0.6756,0.476,0.2469,0.277
R32,76.0,,Brazil,Sweden,0.121,0.6462,0.2034,0.1504,0.2837,0.9353,0.0461,0.3208,0.023,0.4247,0.7491,0.1757,0.0752
R32,77.0,,France,Scotland,0.1106,0.5874,0.2884,0.1242,0.3414,0.7999,0.1519,0.4323,0.0357,0.297,0.7359,0.1781,0.086
R32,77.0,,France,Paraguay,0.0689,0.4564,0.3638,0.1798,0.1955,0.769,0.175,0.494,0.0516,0.4126,0.5746,0.2682,0.1572
R32,77.0,,France,Australia,0.0688,0.5564,0.3037,0.1398,0.2621,0.8455,0.1157,0.4565,0.0271,0.3626,0.7552,0.168,0.0768
R32,78.0,,Ecuador,Norway,0.1999,0.393,0.3417,0.2653,0.1292,0.7143,0.1894,0.4455,0.0663,0.5829,0.3717,0.3154,0.3129
R32,78.0,,Ecuador,Senegal,0.1541,0.306,0.512,0.182,0.1102,0.6369,0.2862,0.6496,0.0504,0.3929,0.3803,0.3214,0.2984
R32,78.0,,Germany,Norway,0.1132,0.5191,0.2334,0.2475,0.2178,0.8238,0.1063,0.3184,0.0679,0.5481,0.5074,0.2504,0.2421
R32,79.0,,Mexico,Ivory Coast,0.0809,0.4925,0.3286,0.1789,0.1861,0.8129,0.1284,0.4699,0.0331,0.4546,0.4412,0.2774,0.2814
R32,79.0,,Mexico,Scotland,0.0498,0.4648,0.3128,0.2224,0.1895,0.7719,0.1562,0.4206,0.0613,0.5234,0.4309,0.2566,0.3125
R32,79.0,,Czech Republic,Ivory Coast,0.0494,0.4625,0.3282,0.2093,0.1502,0.8121,0.1322,0.4667,0.0368,0.5198,0.3791,0.3082,0.3127
R32,80.0,,England,DR Congo,0.1737,0.511,0.3695,0.1196,0.1977,0.8613,0.1106,0.5647,0.0154,0.3277,0.698,0.2029,0.0991
R32,80.0,,England,Uzbekistan,0.143,0.6542,0.2643,0.0815,0.3291,0.9143,0.0697,0.4464,0.013,0.2331,0.7666,0.1479,0.0855
R32,80.0,,England,Colombia,0.0828,0.3768,0.3303,0.2929,0.1334,0.6871,0.1887,0.4416,0.0891,0.613,0.4646,0.2981,0.2373
R32,81.0,,Turkey,Bosnia and Herzegovina,0.0642,0.6699,0.2272,0.103,0.3893,0.8894,0.0841,0.3774,0.0214,0.2973,0.7221,0.1877,0.0902
R32,81.0,,Paraguay,Bosnia and Herzegovina,0.0421,0.5874,0.3073,0.1054,0.2922,0.8566,0.1217,0.4649,0.0197,0.2957,0.6784,0.2012,0.1204
R32,81.0,,United States,Bosnia and Herzegovina,0.0417,0.6338,0.2452,0.1211,0.3432,0.886,0.0927,0.3807,0.0209,0.3543,0.7203,0.1826,0.097
R32,82.0,,Belgium,Algeria,0.0623,0.4579,0.303,0.2391,0.1557,0.8265,0.1128,0.3962,0.0495,0.5598,0.4935,0.2494,0.2572
R32,82.0,,Belgium,Austria,0.0499,0.2868,0.3276,0.3856,0.104,0.5542,0.1977,0.434,0.1606,0.6627,0.3883,0.2907,0.321
R32,82.0,,Belgium,South Korea,0.0447,0.5547,0.2863,0.159,0.2625,0.8595,0.1028,0.4061,0.032,0.4069,0.5387,0.2455,0.2158
R32,83.0,,Colombia,Croatia,0.193,0.4603,0.3003,0.2393,0.1852,0.7546,0.1429,0.3957,0.0675,0.5346,0.3937,0.2796,0.3267
R32,83.0,,Portugal,Croatia,0.1755,0.447,0.2981,0.2549,0.1982,0.7014,0.1798,0.3878,0.0851,0.5269,0.4883,0.2572,0.2545
R32,83.0,,Colombia,England,0.0868,0.2929,0.3303,0.3768,0.0862,0.6134,0.1878,0.4383,0.1378,0.6933,0.2493,0.2915,0.4592
R32,84.0,,Spain,Austria,0.3754,0.5861,0.2431,0.1708,0.3042,0.8415,0.1047,0.3577,0.0495,0.4077,0.7203,0.1826,0.097
R32,84.0,,Spain,Algeria,0.2595,0.7818,0.1456,0.0726,0.4114,0.9734,0.0214,0.3216,0.0057,0.312,0.7633,0.165,0.0717
R32,84.0,,Spain,Argentina,0.1161,0.2534,0.3228,0.4237,0.068,0.5824,0.1858,0.4194,0.1484,0.7227,0.3563,0.2689,0.3748
R32,85.0,,Switzerland,Egypt,0.0862,0.392,0.3391,0.2689,0.1068,0.7802,0.1365,0.446,0.0669,0.5623,0.4731,0.2677,0.2592
R32,85.0,,Switzerland,Iran,0.0859,0.4738,0.2763,0.2499,0.1613,0.8205,0.1254,0.3632,0.058,0.5614,0.4282,0.2779,0.2939
R32,85.0,,Canada,Egypt,0.075,0.375,0.3461,0.2789,0.1092,0.7711,0.1686,0.465,0.063,0.5807,0.3924,0.282,0.3256
R32,86.0,,Argentina,Uruguay,0.5524,0.4907,0.3707,0.1386,0.2526,0.7271,0.2152,0.52,0.0419,0.3099,0.6626,0.2128,0.1246
R32,86.0,,Argentina,Spain,0.1434,0.4237,0.3228,0.2534,0.1422,0.7235,0.1816,0.4178,0.0685,0.5696,0.3331,0.3059,0.361
R32,86.0,,Austria,Uruguay,0.0757,0.2837,0.3802,0.336,0.0772,0.5857,0.2208,0.4747,0.1289,0.6284,0.2417,0.2923,0.466
R32,87.0,,Portugal,Ghana,0.1059,0.8319,0.118,0.0501,0.4894,0.9802,0.015,0.3052,0.0036,0.2528,0.7801,0.1552,0.0647
R32,87.0,,Portugal,Panama,0.0977,0.8292,0.1239,0.0469,0.5609,0.9706,0.0225,0.2859,0.0059,0.1788,0.8125,0.1382,0.0493
R32,87.0,,Colombia,Ghana,0.0906,0.8384,0.1155,0.0461,0.5066,0.9818,0.0156,0.3054,0.0033,0.2322,0.7301,0.178,0.0919
R32,88.0,,Paraguay,Egypt,0.0819,0.3503,0.4082,0.2415,0.1216,0.7079,0.1916,0.5172,0.0653,0.5183,0.3732,0.2884,0.3384
R32,88.0,,Turkey,Egypt,0.0802,0.3956,0.3327,0.2717,0.1046,0.7873,0.1335,0.4415,0.0643,0.5802,0.4731,0.2677,0.2592
R32,88.0,,Paraguay,Iran,0.0791,0.4311,0.3339,0.235,0.1629,0.7677,0.1561,0.4402,0.0623,0.5211,0.4123,0.2822,0.3055
R16,89.0,,Germany,France,0.2851,0.3482,0.3176,0.3343,0.1422,0.6166,0.2049,0.4058,0.1328,0.5968,0.275,0.2714,0.4535
R16,89.0,,Ecuador,France,0.1171,0.2611,0.4346,0.3043,0.0814,0.5064,0.2729,0.5482,0.1092,0.5717,0.2307,0.2723,0.497
R16,89.0,,Germany,Norway,0.0635,0.5191,0.2334,0.2475,0.2178,0.8238,0.1063,0.3184,0.0679,0.5481,0.5074,0.2504,0.2421
R16,90.0,,Canada,Netherlands,0.1005,0.1831,0.2327,0.5842,0.0398,0.4615,0.0944,0.3347,0.2788,0.8655,0.1975,0.2198,0.5827
R16,90.0,,Switzerland,Netherlands,0.0908,0.1938,0.242,0.5642,0.0585,0.4063,0.0971,0.3458,0.3072,0.8509,0.2013,0.2409,0.5579
R16,90.0,,Mexico,Netherlands,0.0688,0.2208,0.252,0.5272,0.0524,0.5088,0.1151,0.3484,0.2272,0.8237,0.2084,0.2421,0.5495
R16,91.0,,Brazil,Ecuador,0.1282,0.3259,0.3754,0.2987,0.1274,0.5983,0.221,0.4798,0.1187,0.5545,0.4676,0.2935,0.2389
R16,91.0,,Brazil,Norway,0.0989,0.4859,0.2446,0.2695,0.1692,0.8452,0.0932,0.3263,0.0577,0.6071,0.611,0.2318,0.1572
R16,91.0,,Brazil,Germany,0.0876,0.3379,0.2741,0.388,0.1073,0.6753,0.1522,0.3577,0.1386,0.7203,0.4548,0.253,0.2923
R16,92.0,,Mexico,England,0.1441,0.1689,0.2916,0.5394,0.0361,0.4422,0.1304,0.4221,0.238,0.8281,0.1814,0.23,0.5886
R16,92.0,,Czech Republic,England,0.0758,0.1407,0.2684,0.5909,0.034,0.3686,0.1189,0.4025,0.3119,0.8394,0.1627,0.2172,0.6201
R16,92.0,,South Korea,England,0.0525,0.0677,0.1959,0.7364,0.008,0.2304,0.0489,0.3764,0.4131,0.9454,0.0662,0.1463,0.7875
R16,93.0,,Croatia,Spain,0.1663,0.1619,0.2546,0.5834,0.0439,0.3828,0.12,0.3811,0.3132,0.8209,0.1852,0.2349,0.5799
R16,93.0,,Portugal,Spain,0.1446,0.2365,0.2607,0.5028,0.0717,0.4975,0.1337,0.3721,0.2403,0.7808,0.2112,0.2234,0.5654
R16,93.0,,Colombia,Spain,0.1424,0.2515,0.2708,0.4777,0.071,0.562,0.136,0.3686,0.1916,0.7886,0.1863,0.2304,0.5833
R16,94.0,,Turkey,Belgium,0.0728,0.2982,0.3205,0.3813,0.1083,0.5619,0.1843,0.4095,0.1502,0.6773,0.2726,0.269,0.4585
R16,94.0,,Paraguay,Belgium,0.05,0.2779,0.3863,0.3358,0.0844,0.5611,0.2319,0.4883,0.1187,0.6365,0.2637,0.3157,0.4206
R16,94.0,,United States,Belgium,0.0448,0.2633,0.3097,0.427,0.0754,0.5405,0.1731,0.4078,0.1488,0.7389,0.2445,0.2332,0.5223
R16,95.0,,Argentina,Belgium,0.1027,0.6324,0.2687,0.0989,0.3276,0.8752,0.0991,0.4192,0.0189,0.3091,0.7074,0.183,0.1096
R16,95.0,,Argentina,Turkey,0.0976,0.7205,0.204,0.0754,0.4363,0.9292,0.0604,0.3504,0.0093,0.2423,0.7318,0.1622,0.106
R16,95.0,,Argentina,Paraguay,0.0917,0.6275,0.2838,0.0888,0.3741,0.8265,0.1388,0.4459,0.0212,0.2397,0.7227,0.187,0.0903
R16,96.0,,Switzerland,Portugal,0.1087,0.1908,0.252,0.5572,0.0563,0.4388,0.1312,0.3578,0.281,0.8051,0.2084,0.2421,0.5495
R16,96.0,,Canada,Portugal,0.0896,0.1807,0.2424,0.5769,0.0379,0.4627,0.1008,0.3462,0.2642,0.8619,0.1975,0.2198,0.5827
R16,96.0,,Switzerland,Colombia,0.0879,0.1778,0.2517,0.5705,0.0335,0.4702,0.1063,0.3621,0.2524,0.8414,0.2346,0.2365,0.5289
QF,97.0,,France,Netherlands,0.1073,0.3595,0.3136,0.3269,0.1537,0.6055,0.2039,0.4088,0.1358,0.5821,0.4799,0.2528,0.2673
QF,97.0,,Germany,Netherlands,0.0862,0.3945,0.2661,0.3395,0.1685,0.6551,0.1739,0.3499,0.1386,0.6047,0.3146,0.2826,0.4028
QF,97.0,,France,Japan,0.0462,0.4004,0.3542,0.2454,0.1541,0.727,0.1831,0.4621,0.0679,0.525,0.5038,0.2736,0.2226
QF,98.0,,Spain,Belgium,0.0943,0.615,0.2455,0.1395,0.3401,0.8556,0.1011,0.3786,0.0347,0.3526,0.704,0.1785,0.1175
QF,98.0,,Spain,Turkey,0.0531,0.704,0.1881,0.1079,0.4197,0.9074,0.0694,0.325,0.0214,0.2946,0.7602,0.1685,0.0714
QF,98.0,,Spain,Paraguay,0.0339,0.6194,0.2573,0.1233,0.3192,0.885,0.0855,0.4018,0.0226,0.3515,0.7271,0.182,0.0909
QF,99.0,,Brazil,England,0.1363,0.2786,0.3206,0.4007,0.0836,0.5947,0.1867,0.4196,0.1501,0.7047,0.3171,0.2861,0.3968
QF,99.0,,Ecuador,England,0.0512,0.2315,0.4281,0.3404,0.0774,0.5046,0.2596,0.559,0.1379,0.6332,0.2513,0.2967,0.452
QF,99.0,,Germany,England,0.0376,0.3011,0.3168,0.3822,0.1055,0.5876,0.1956,0.4069,0.1551,0.6491,0.2751,0.2918,0.4331
QF,100.0,,Argentina,Portugal,0.1462,0.5472,0.2902,0.1625,0.2208,0.8339,0.1277,0.4183,0.0327,0.4416,0.5574,0.2156,0.2271
QF,100.0,,Argentina,Colombia,0.1114,0.5233,0.3031,0.1736,0.2555,0.7614,0.1683,0.4132,0.0493,0.4215,0.6482,0.1859,0.1659
QF,100.0,,Argentina,Switzerland,0.0577,0.7122,0.2109,0.0769,0.3878,0.9256,0.0625,0.3661,0.0099,0.2583,0.7318,0.1622,0.106
SF,101.0,,France,Spain,0.0975,0.243,0.3072,0.4498,0.0851,0.4813,0.1844,0.4154,0.2076,0.7172,0.2431,0.2377,0.5193
SF,101.0,,Germany,Spain,0.0672,0.2558,0.2607,0.4835,0.0929,0.5025,0.1341,0.3305,0.2331,0.768,0.2169,0.2024,0.5807
SF,101.0,,Netherlands,Spain,0.0653,0.2338,0.2502,0.516,0.0817,0.4691,0.1399,0.3433,0.2687,0.7665,0.215,0.2223,0.5627
SF,102.0,,England,Argentina,0.1058,0.2001,0.3599,0.44,0.0535,0.4496,0.1847,0.5013,0.1779,0.758,0.2713,0.2469,0.4818
SF,102.0,,Brazil,Argentina,0.0826,0.1612,0.288,0.5508,0.0443,0.4035,0.1577,0.3966,0.2916,0.7924,0.293,0.2378,0.4692
SF,102.0,,England,Portugal,0.032,0.3977,0.3223,0.28,0.1583,0.6714,0.1917,0.4359,0.0933,0.5616,0.4412,0.2795,0.2794
3rd-place,103.0,,Spain,Argentina,0.0166,0.2534,0.3228,0.4237,0.068,0.5824,0.1858,0.4194,0.1484,0.7227,0.3563,0.2689,0.3748
3rd-place,103.0,,France,Argentina,0.0153,0.171,0.3443,0.4847,0.0447,0.4303,0.1785,0.4785,0.2156,0.7677,0.2992,0.2532,0.4476
3rd-place,103.0,,Spain,England,0.0136,0.3993,0.3166,0.2841,0.1677,0.6976,0.1867,0.4075,0.0989,0.5336,0.3937,0.2796,0.3267
Final,104.0,,Spain,Argentina,0.0949,0.2534,0.3228,0.4237,0.068,0.5824,0.1858,0.4194,0.1484,0.7227,0.3563,0.2689,0.3748
Final,104.0,,Spain,England,0.0402,0.3993,0.3166,0.2841,0.1677,0.6976,0.1867,0.4075,0.0989,0.5336,0.3937,0.2796,0.3267
Final,104.0,,France,Argentina,0.0383,0.171,0.3443,0.4847,0.0447,0.4303,0.1785,0.4785,0.2156,0.7677,0.2992,0.2532,0.4476
