group,team,p_1st,p_2nd,p_3rd,p_4th,exp_pts,exp_gd,exp_gf
G,Iran,0.1992484342805261,0.2942648722010059,0.2889628116506277,0.2175238818678405,4.1067202700499505,-0.023844850868719764,3.4043780293088703
G,Egypt,0.17855446073915768,0.3414190660314672,0.3122047650600609,0.16782170816931413,4.107078985718764,0.10231551814471443,2.862035597343949
G,New Zealand,0.05222583906580153,0.11635126478124964,0.2724838819302652,0.5589390142226837,2.478694601588007,-2.121043717992002,1.8329185898270655
H,Spain,0.8255178775047152,0.15781996067579837,0.0148989167885333,0.0017632450309532474,7.631880704792545,6.34599629421365,7.7026638867096215
H,Uruguay,0.1632130632740611,0.7174140655693607,0.0982003577001434,0.021172513456434755,5.5269797712806765,1.7897303928678063,3.818034039944207
H,Saudi Arabia,0.005968613531741442,0.06401527114448378,0.38371362517990093,0.5463024901438742,1.9570042419167102,-4.037742407677153,1.5548680373500057
H,Cape Verde,0.005300445689482388,0.06075070261035703,0.5031871003314231,0.4307617513687377,1.880700949837853,-4.097984279404312,1.4893322916520677
I,France,0.68965853301369,0.23279214474545606,0.06696350052874633,0.010585821712108047,6.954267864973033,3.890752282754858,5.553654670843144
I,Norway,0.22293920628865732,0.4138802411696383,0.2834219636160111,0.07975858892569404,4.5534857513970435,1.3334192583559337,4.8622657478778
I,Senegal,0.07956917393062667,0.308790449128293,0.4898452204215891,0.12179515651949173,3.850564857297696,-0.027633641202782843,2.5647008037415917
I,Iraq,0.007833086767026569,0.04453716495661327,0.15976931543365394,0.7878604328427067,1.3693589611759052,-5.196537899908012,1.6201706766402295
J,Argentina,0.8583536683823559,0.11374094561528414,0.024209014336398854,0.0036963716659609517,7.5202771875294365,5.638562684724165,7.067349098847234
J,Austria,0.08572894532122458,0.5473637770516437,0.2814522245624362,0.08545505306469547,4.26181286813011,0.5412376509224269,4.3161777386266325
J,Algeria,0.04988804291078304,0.2844681247470259,0.5164297852985621,0.14921404704362956,3.6023044601609273,-1.2003578014354777,3.7097833670317457
J,Jordan,0.006029343385636353,0.05442715258604631,0.17790897580260345,0.7616345282257143,1.4389538862462579,-4.979442534211117,1.8948225494605113
K,Portugal,0.4616574584127697,0.3853204544328057,0.11187842002707232,0.04114366712735225,5.865069473291699,2.2682380665161066,4.682143457488588
K,Colombia,0.45985668516409867,0.36325407952827765,0.12529508074297582,0.05159415456464779,5.606786932436696,2.0178748415190584,4.505364568179844
K,Uzbekistan,0.04068285936038682,0.12246536093550506,0.3019921170782982,0.5348596626258098,2.488278616122025,-2.4266855366313957,1.7784028910039937
K,DR Congo,0.03780299706274465,0.12896010510341152,0.4608343821516534,0.3724025156821901,2.5616736216667464,-1.8594273714037726,1.5863340940656512
L,England,0.7636255589402671,0.18674260462662837,0.04112515891325622,0.008506677519847875,7.013976393519224,4.694867819044806,6.370868045683786
L,Croatia,0.19382869440556222,0.5931256843133336,0.15997635769870525,0.05306926358239842,5.131025323103772,1.8673746198759622,4.727933174344549
L,Ghana,0.022727373967546698,0.10814785752915292,0.37045318552890333,0.49867158297439745,2.364530509137754,-3.2384955274504494,2.7317332423901135
L,Panama,0.019818372686623502,0.11198385353088465,0.4284452978591353,0.43975247592335626,2.2430174618713417,-3.3237469114703297,2.457294837301231
