group,team,p_1st,p_2nd,p_3rd,p_4th,exp_pts,exp_gd,exp_gf
G,Belgium,0.7205060183465074,0.18298146506823454,0.0766671295117525,0.019845387073505458,5.583880927571763,2.8820197154026315,5.269442933727776
G,Egypt,0.1642151455849699,0.5214241388796953,0.22717537670963572,0.0871853388256992,4.335776656935622,0.6994078071113886,3.1079541644099082
G,Iran,0.0980073263925892,0.22221155545224924,0.5133506585147442,0.1664304596404176,3.166516150945554,-0.7665321313288836,3.850539764689783
G,New Zealand,0.017271509675933404,0.07338284059982117,0.1828068352638677,0.7265388144603779,1.9617946368200347,-2.814895391185135,2.945429810933877
H,Spain,0.8347859911526947,0.1175500919328639,0.04271249768647686,0.004951419227964023,5.914306906325876,3.215404857001393,4.222071619673209
H,Uruguay,0.1290821641064723,0.6606831317027354,0.1269938863122403,0.08324081787855166,4.093807390205673,0.4592672520597253,3.3558428183208906
H,Cape Verde,0.020287974398121297,0.12407498568833346,0.4989022143973548,0.35673482551618974,2.613366750908355,-1.5726469938760115,1.3988904515092895
H,Saudi Arabia,0.01584387034271118,0.09769179067606686,0.33139140160392744,0.5550729373772939,2.620804083652921,-2.1020251151851053,2.6223613897362292
I,France,0.5163216071261927,0.4583556079934493,0.024356946761754407,0.000965838118603545,7.05422300143255,3.818487064007321,6.541064869213193
I,Norway,0.47269252184237165,0.3936496677146509,0.13230915911312902,0.0013486513298484062,5.9397821812204254,3.3632769113613645,6.835949945173442
I,Senegal,0.009700992349561281,0.13782751954649813,0.7282686578827089,0.12420283022123194,3.2002792650902117,-1.4792908812972028,3.6188159915059024
I,Iraq,0.0012848786818744438,0.010167204745401523,0.11506523624240794,0.8734826803303163,0.9113828718304088,-5.702473094071481,1.984734732835534
J,Argentina,0.9042872330881788,0.08819828582400706,0.007237394861141716,0.000277086226673022,7.868373622587335,6.139067281353102,6.852619200553656
J,Austria,0.08522101940043496,0.6369174733966287,0.27602471218725844,0.0018367950156783848,4.831602842527984,0.9879597076230036,4.1959820478312695
J,Algeria,0.009549124465998622,0.26534654894782855,0.6238649563322648,0.10123937025390846,3.7160143984648006,-1.4368685462122663,3.1363597576976097
J,Jordan,0.0009426230453882284,0.009537691831536093,0.09287293661933554,0.8966467485037408,0.777211466246921,-5.690158442763843,2.0907981752791627
K,Colombia,0.5834536426689845,0.3056414519781986,0.10674756274475813,0.004157342608058896,6.304685557619025,2.616267706254075,5.616363126906911
K,Portugal,0.3752976272077798,0.47009113132028846,0.11867430364212128,0.03593693782981059,5.085623515038907,1.7829576327229355,4.45619234156714
K,DR Congo,0.03627142542121815,0.17731888364608203,0.5223444909884128,0.2640651999442873,3.083279934431044,-0.7370915504014536,2.2826776263207034
K,Uzbekistan,0.004977304702017604,0.04694853305543114,0.25223364262470804,0.6958405196178434,1.5410136127246967,-3.6621337885755567,2.076640758659449
L,England,0.9650055830383997,0.03133100360421527,0.0034419764865215117,0.00022143687086313113,8.149442267385739,5.548366106334782,8.31705151037578
L,Ghana,0.01799552323094832,0.2320178988814498,0.6579748346625427,0.09201174322505888,3.8851897258976162,-1.7538833056279246,2.0485468471149155
L,Croatia,0.01584304863918615,0.70891528257072,0.21413440577381337,0.06110726301628014,4.369786923389404,0.44738399715039123,5.9782940430776295
L,Panama,0.001155845091465439,0.027735814943614545,0.12444878307712215,0.8466595568877977,0.8773266311998364,-4.241866797857245,1.2510486028533307
